Original_Name,Category,Subcategory,Second_level_Subcategory,roberta_squad,distilbert_sst
Линолеум IVC Восток коллекция NEOTEX 300 Черный,Напольные покрытия,Отделочные материалы,Линолеум,линолеум ivc восток коллекция neotex 300 черный,линолеум ivc восток коллекция neotex 300 черный
"Линолеум Tarkett Caprice Kvebek 2,3 м",Напольные покрытия,Отделочные материалы,Линолеум,линолеум tarkett caprice kvebek 23 м,линолеум tarkett caprice kvebek 23 м
"Кварцвиниловая плитка замковая Royce Sence Дуб Базилик 2,16 кв.м",Напольные покрытия,Отделочные материалы,ПВХ и кварцвиниловая плитка,кварцвиниловая плитка замковая royce sence дуб базилик 216 квм,кварцвиниловая плитка замковая royce sence дуб базилик 216 квм
"Подложка EVA Planker  теплый пол 1,5 мм 18,6 кв.м",Напольные покрытия,Укладка напольных покрытий,Подложки,подложка eva planker теплый пол 15 мм 186 квм,подложка eva planker теплый пол 15 мм 186 квм
Средство для полов VASH GOLD 750 мл,Напольные покрытия,Средства по уходу за напольными покрытиями,Средства для мытья полов,средство полов vash gold 750 мл,средство полов vash gold 750 мл
Линолеум IVC Восток коллекция NEOTEX 350 Коричневый,Напольные покрытия,Отделочные материалы,Линолеум,линолеум ivc восток коллекция neotex 350 коричневый,линолеум ivc восток коллекция neotex 350 коричневый
Линолеум Tarkett Grand Togo 2 3 м,Напольные покрытия,Отделочные материалы,Линолеум,линолеум tarkett grand togo 2 3 м,линолеум tarkett grand togo 2 3 м
Многофункциональный клей-герметик PENOSIL Premium Seal&Fix 709,Напольные покрытия,Укладка напольных покрытий,Клеи для напольных покрытий,многофункциональный клей-герметик penosil premium seal&fix 709,многофункциональный клей-герметик penosil premium seal&fix 709
Линолеум Tarkett ГРАНД СОХО 2 3 м,Напольные покрытия,Отделочные материалы,Линолеум,линолеум tarkett гранд сохо 2 3 м,линолеум tarkett гранд сохо 2 3 м
"Ковролин НЕВА ТАФТ ПАРУС 17,34 бежевый 3 м",Напольные покрытия,Отделочные материалы,Ковролин,ковролин нева тафт парус 1734 бежевый 3 м,ковролин нева тафт парус 1734 бежевый 3 м
"Ламинат EGGER HOME Laminate Дуб тосколано табак 33 класс 10 мм 1,745 кв. м",Напольные покрытия,Отделочные материалы,Ламинат,ламинат egger home laminate дуб тосколано табак 33 класс 10 мм 1745 кв м,ламинат egger home laminate дуб тосколано табак 33 класс 10 мм 1745 кв м
Обвод для труб Decoplast дуб беленый 26 мм 2 шт,Напольные покрытия,"Плинтусы, пороги и аксессуары",Декоративные обводы для труб,обвод труб decoplast дуб беленый 26 мм 2 шт,обвод труб decoplast дуб беленый 26 мм 2 шт
Линолеум IVC Восток коллекция GOLF Серый V6035.066C505G300,Напольные покрытия,Отделочные материалы,Линолеум,линолеум ivc восток коллекция golf серый 066c505g300,линолеум ivc восток коллекция golf серый 066c505g300
Ковер БелКа Фенси 20701_22066 разноцветный 300x200 см,Напольные покрытия,Отделочные материалы,Детские ковры,ковер белка фенси 20701_22066 разноцветный 300x200 см,ковер белка фенси 20701_22066 разноцветный 300x200 см
"Паркетная доска Tarkett Samba Дуб медовый трехполосная 14 мм 1,307 кв. м",Напольные покрытия,Отделочные материалы,Паркетная доска,паркетная доска tarkett samba дуб медовый трехполосная 14 мм 1307 кв м,паркетная доска tarkett samba дуб медовый трехполосная 14 мм 1307 кв м
Карандаш восковой для реставрации трещин Серый MOLECULES KMLS715 64 мм,Напольные покрытия,Средства по уходу за напольными покрытиями,Средства для реставрации напольных покрытий,карандаш восковой реставрации трещин серый molecules 64 мм,карандаш восковой реставрации трещин серый molecules 64 мм
Соединитель напольного плинтуса GRACE Smartprofile Paint белый 122 мм 6 шт,Напольные покрытия,"Плинтусы, пороги и аксессуары",Плинтусы,соединитель напольного плинтуса grace smartprofile paint белый 122 мм 6 шт,соединитель напольного плинтуса grace smartprofile paint белый 122 мм 6 шт
"Доска пола хвоя сорт АВ 28x3000 мм 1,3 кв.м",Напольные покрытия,Отделочные материалы,Доска пола,доска пола хвоя сорт ав 28x3000 мм 13 квм,доска пола хвоя сорт ав 28x3000 мм 13 квм
Специальный клей TYTAN белый 4 кг,Напольные покрытия,Укладка напольных покрытий,Клеи для напольных покрытий,специальный клей tytan белый 4 кг,специальный клей tytan белый 4 кг
"Ламинат EGGER HOME Laminate Дуб орора белый 33 класс 10 мм 1,745 кв. м",Напольные покрытия,Отделочные материалы,Ламинат,ламинат egger home laminate дуб орора белый 33 класс 10 мм 1745 кв м,ламинат egger home laminate дуб орора белый 33 класс 10 мм 1745 кв м
Розетта двойная 1/2 на 20 мм Бежевый,Напольные покрытия,"Плинтусы, пороги и аксессуары",Декоративные обводы для труб,розетта двойная 1/2 на 20 мм бежевый,розетта двойная 1/2 на 20 мм бежевый
"Ламинат EGGER HOME Laminate Дуб церматт светлый 33 класс 8 мм 1,994 кв. м",Напольные покрытия,Отделочные материалы,Ламинат,ламинат egger home laminate дуб церматт светлый 33 класс 8 мм 1994 кв м,ламинат egger home laminate дуб церматт светлый 33 класс 8 мм 1994 кв м
"Ламинат 33 класс 8 ММ CLIX Дуб Марокканский 2,156м2/уп",Напольные покрытия,Отделочные материалы,Ламинат,ламинат 33 класс 8 мм clix дуб марокканский 2156м2/уп,ламинат 33 класс 8 мм clix дуб марокканский 2156м2/уп
"Средство для полов VASH GOLD 1,5 л",Напольные покрытия,Средства по уходу за напольными покрытиями,Средства для мытья полов,средство полов vash gold 15 л,средство полов vash gold 15 л
"Паркетная доска Tarkett Step XL&L Ясень мокка браш однополосная 14 мм 1,182 кв.м",Напольные покрытия,Отделочные материалы,Паркетная доска,паркетная доска tarkett step xl&l ясень мокка браш однополосная 14 мм 1182 квм,паркетная доска tarkett step xl&l ясень мокка браш однополосная 14 мм 1182 квм
"ПВХ-плитка самоклеющаяся Дуб светлый 2 мм 2,958 кв.м",Напольные покрытия,Отделочные материалы,ПВХ и кварцвиниловая плитка,пвх-плитка самоклеющаяся дуб светлый 2 мм 2958 квм,пвх-плитка самоклеющаяся дуб светлый 2 мм 2958 квм
Ковер БелКа Круиз 20540_22088 рыбы 80х150 см,Напольные покрытия,Отделочные материалы,Детские ковры,ковер белка круиз 20540_22088 рыбы 80х150 см,ковер белка круиз 20540_22088 рыбы 80х150 см
Герметик универсальный Ultima Colorless 80 мл,Лакокрасочные материалы,Герметики,Герметики универсальные,герметик универсальный ultima colorless 80 мл,герметик универсальный ultima colorless 80 мл
Клей ПВА строительный универсальный Ярко ведро 1 кг,Лакокрасочные материалы,Клей,Универсальный клей,клей пва строительный универсальный ярко ведро 1 кг,клей пва строительный универсальный ярко ведро 1 кг
"Эмаль BRITE CERAMIC особо прочная акриловая база А, ведро 2,7 л",Лакокрасочные материалы,Эмали,Белые эмали,эмаль brite ceramic особо прочная акриловая база а ведро 27 л,эмаль brite ceramic особо прочная акриловая база а ведро 27 л
Эмаль аэрозольная д/радиаторов отопления Лакра Radiator Белый глянцевый 40,Лакокрасочные материалы,Эмали,Аэрозольные эмали,эмаль аэрозольная д/радиаторов отопления лакра radiator белый глянцевый 40,эмаль аэрозольная д/радиаторов отопления лакра radiator белый глянцевый 40
Грунт акриловый PARADE G30 4л,Лакокрасочные материалы,Грунтовки,Универсальные грунтовки,грунт акриловый parade 4л,грунт акриловый parade 4л
"Масло защитное TALATU SUOJAA 2,7 л",Лакокрасочные материалы,Покрытия для дерева,Масла для дерева,масло защитное talatu suojaa 27 л,масло защитное talatu suojaa 27 л
"Краска ТИККУРИЛА HARMONY SATIN A матовая 0,9 л",Лакокрасочные материалы,Краски для внутренних работ,Специализированные краски,краска тиккурила harmony satin a матовая 09 л,краска тиккурила harmony satin a матовая 09 л
Кисть-ракля MTX искусственная щетина 50х150 мм,Лакокрасочные материалы,Малярный инструмент,Кисти,кисть-ракля mtx искусственная щетина 50х150 мм,кисть-ракля mtx искусственная щетина 50х150 мм
"Масло FAKTURA для террас 0,7 л",Лакокрасочные материалы,Покрытия для дерева,Масла для дерева,масло faktura террас 07 л,масло faktura террас 07 л
Герметик силиконовый универсальный HAUSER прозрачный 260 мл,Лакокрасочные материалы,Герметики,Герметики универсальные,герметик силиконовый универсальный hauser прозрачный 260 мл,герметик силиконовый универсальный hauser прозрачный 260 мл
Краска фасадная по дереву HUSKY Siberian полуматовая белая 9 л,Лакокрасочные материалы,Покрытия для дерева,Краски для деревянных фасадов,краска фасадная по дереву husky siberian полуматовая белая 9 л,краска фасадная по дереву husky siberian полуматовая белая 9 л
Ванночка для краски Сибртех 350х330 мм,Лакокрасочные материалы,Малярный инструмент,Емкости для краски,ванночка краски сибртех 350х330 мм,ванночка краски сибртех 350х330 мм
Специальный клей Bostik SmartBond Lino 12 кг,Лакокрасочные материалы,Клей,Жидкие гвозди,специальный клей bostik smartbond lino 12 кг,специальный клей bostik smartbond lino 12 кг
Пропитка огнеprofit bioteks профи c розовым инд. 5л,Лакокрасочные материалы,Покрытия для дерева,Пропитки для дерева,пропитка огнеprofit bioteks профи c розовым инд 5л,пропитка огнеprofit bioteks профи c розовым инд 5л
Клей универсальный Момент 88 Особопрочный 30 мл,Лакокрасочные материалы,Клей,Универсальный клей,клей универсальный момент 88 особопрочный 30 мл,клей универсальный момент 88 особопрочный 30 мл
MasterTeks HM клей-шпатлевка акриловый туба 400 гр белый,Лакокрасочные материалы,Клей,Универсальный клей,masterteks hm клей-шпатлевка акриловый туба 400 гр белый,masterteks hm клей-шпатлевка акриловый туба 400 гр белый
"Краска водно-дисперсионная LINNIMAX Litex 1 / Литекс 1 База 1 2,5 л",Лакокрасочные материалы,Краски для внутренних работ,Художественные краски,краска водно-дисперсионная linnimax litex 1 / литекс 1 база 1 25 л,краска водно-дисперсионная linnimax litex 1 / литекс 1 база 1 25 л
Клей универсальный Момент 88 Особопрочный 750 мл,Лакокрасочные материалы,Клей,Универсальный клей,клей универсальный момент 88 особопрочный 750 мл,клей универсальный момент 88 особопрочный 750 мл
Обойный клей Metylan Универсал Премиум для бумажных обоев 500 г,Лакокрасочные материалы,Клей,Универсальный клей,обойный клей metylan универсал премиум бумажных обоев 500 г,обойный клей metylan универсал премиум бумажных обоев 500 г
"Краска PREMIA CLUB 7 для стен и потолков моющаяся база С ведро 2,7 л",Лакокрасочные материалы,Краски для внутренних работ,Цветные краски для стен,краска premia club 7 стен и потолков моющаяся база с ведро 27 л,краска premia club 7 стен и потолков моющаяся база с ведро 27 л
"Грунтовка универсальная НАША ГФ-021 красно-коричневая 1,8 кг",Лакокрасочные материалы,Грунтовки,Универсальные грунтовки,грунтовка универсальная наша гф-021 красно-коричневая 18 кг,грунтовка универсальная наша гф-021 красно-коричневая 18 кг
"Эмаль алкидно-уретановая LINNIMAX Эмаль по ржавчине 3 в 1 База 3 2,3 л",Лакокрасочные материалы,Эмали,Эмали по ржавчине,эмаль алкидно-уретановая linnimax эмаль по ржавчине 3 в 1 база 3 23 л,эмаль алкидно-уретановая linnimax эмаль по ржавчине 3 в 1 база 3 23 л
"Лак интерьерный Tikkurila PANEELI-ASSA EXPERT EP полуматовый 2,7 л",Лакокрасочные материалы,Покрытия для дерева,Лаки для дерева,лак интерьерный tikkurila paneeli-assa expert ep полуматовый 27 л,лак интерьерный tikkurila paneeli-assa expert ep полуматовый 27 л
Клей универсальный Момент 1 Классик 125 мл,Лакокрасочные материалы,Клей,Универсальный клей,клей универсальный момент 1 классик 125 мл,клей универсальный момент 1 классик 125 мл
"Краска для стен и потолков влагостойкая матовая TALATU RYTMI 7 БАЗА A 9,0 л",Лакокрасочные материалы,Краски для внутренних работ,Специализированные краски,краска стен и потолков влагостойкая матовая talatu rytmi 7 база a 90 л,краска стен и потолков влагостойкая матовая talatu rytmi 7 база a 90 л
"Краска латексная Caparol СP Samtex 7 Pro База 3 прозрачная 2,35 л",Лакокрасочные материалы,Краски для внутренних работ,Латексные краски,краска латексная caparol сp samtex 7 pro база 3 прозрачная 235 л,краска латексная caparol сp samtex 7 pro база 3 прозрачная 235 л
"Эмаль интерьерная Tikkurila PESTO 30 база A 2,7 л",Лакокрасочные материалы,Эмали,Белые эмали,эмаль интерьерная tikkurila pesto 30 база a 27 л,эмаль интерьерная tikkurila pesto 30 база a 27 л
Лак Фиксирующий MOLECULES KMLS740 бесцветный 20 мл,Лакокрасочные материалы,Краски для внутренних работ,Мебельные лаки и краски,лак фиксирующий molecules бесцветный 20 мл,лак фиксирующий molecules бесцветный 20 мл
"Эмаль интерьерная Tikkurila Pesto 10 матовая прозрачная 0,9 л",Лакокрасочные материалы,Эмали,Белые эмали,эмаль интерьерная tikkurila pesto 10 матовая прозрачная 09 л,эмаль интерьерная tikkurila pesto 10 матовая прозрачная 09 л
"Лента клейкая UNIBOB, армированная 48мм х 50м",Лакокрасочные материалы,Малярный инструмент,Малярные ленты,лента клейкая unibob армированная 48мм х 50м,лента клейкая unibob армированная 48мм х 50м
Dufa для полов и лестниц краска база 1 2л,Лакокрасочные материалы,Краски для внутренних работ,Художественные краски,dufa полов и лестниц краска база 1 2л,dufa полов и лестниц краска база 1 2л
Пропитка Dufa Wood Protect Hard Wax для внутренних и наружных работ ореховое дерево 9л,Лакокрасочные материалы,Покрытия для дерева,Пропитки для дерева,пропитка dufa wood protect hard wax внутренних и наружных работ ореховое дерево 9л,пропитка dufa wood protect hard wax внутренних и наружных работ ореховое дерево 9л
Кисть флейцевая для водных красок Matrix смешанная щетина100х17 мм,Лакокрасочные материалы,Малярный инструмент,Кисти,кисть флейцевая водных красок matrix смешанная щетина100х17 мм,кисть флейцевая водных красок matrix смешанная щетина100х17 мм
"Краска интерьерная для стен и потолков PREMIA CLUB 2 белая база А ведро 0,9 л",Лакокрасочные материалы,Краски для внутренних работ,Цветные краски для стен,краска интерьерная стен и потолков premia club 2 белая база а ведро 09 л,краска интерьерная стен и потолков premia club 2 белая база а ведро 09 л
"Герметик Quelyd силиконовый санитарный для влажных прозрачный, 280 мл.",Лакокрасочные материалы,Герметики,Герметики санитарные,герметик quelyd силиконовый санитарный влажных прозрачный 280 мл,герметик quelyd силиконовый санитарный влажных прозрачный 280 мл
"Лак Pinotex Lacker Sauna 20 полуматовая на водной основе 2,7 л",Лакокрасочные материалы,Покрытия для дерева,Лаки для дерева,лак pinotex lacker sauna 20 полуматовая на водной основе 27 л,лак pinotex lacker sauna 20 полуматовая на водной основе 27 л
"Шпатлевка акриловая ТЕКС Профи сосна 0,25 кг",Лакокрасочные материалы,Подготовка поверхности к покраске и штукатурке,Готовые шпатлевки,шпатлевка акриловая текс профи сосна 025 кг,шпатлевка акриловая текс профи сосна 025 кг
"Эмаль водно-дисперсионная LINNIMAX Аква Эмаль шелковисто-матовая База 1 0,9 л",Лакокрасочные материалы,Эмали,Цветные эмали,эмаль водно-дисперсионная linnimax аква эмаль шелковисто-матовая база 1 09 л,эмаль водно-дисперсионная linnimax аква эмаль шелковисто-матовая база 1 09 л
Грунтовка универсальная ЭКСПЕРТ ВД-АК-0181 М 10 кг,Лакокрасочные материалы,Грунтовки,Универсальные грунтовки,грунтовка универсальная эксперт вд-ак-0181 м 10 кг,грунтовка универсальная эксперт вд-ак-0181 м 10 кг
Маркер мебельный вентильный MOLECULES KMLS704 Вишня 7 мл,Лакокрасочные материалы,Краски для внутренних работ,Мебельные лаки и краски,маркер мебельный вентильный molecules вишня 7 мл,маркер мебельный вентильный molecules вишня 7 мл
"Краска для стен и потолков матовая BRITE PROFESSIONAL белая база А ведро 2,7 л",Лакокрасочные материалы,Краски для внутренних работ,Цветные краски для стен,краска стен и потолков матовая brite professional белая база а ведро 27 л,краска стен и потолков матовая brite professional белая база а ведро 27 л
"Лак паркетный акриловый ProfiLux Professional глянцевый 2,5л",Лакокрасочные материалы,Краски для внутренних работ,Мебельные лаки и краски,лак паркетный акриловый profilux professional глянцевый 25л,лак паркетный акриловый profilux professional глянцевый 25л
Универсальный клей MAKROFLEX BIO Line MF220 400 г,Лакокрасочные материалы,Клей,Универсальный клей,универсальный клей makroflex bio line 400 г,универсальный клей makroflex bio line 400 г
Пропитка кроющая Pinotex Original 9 л полуматовая,Лакокрасочные материалы,Покрытия для дерева,Краски для деревянных фасадов,пропитка кроющая pinotex original 9 л полуматовая,пропитка кроющая pinotex original 9 л полуматовая
"Лак для стен и потолков матовый TALATU LEHTI 7 0,9 л",Лакокрасочные материалы,Покрытия для дерева,Лаки для дерева,лак стен и потолков матовый talatu lehti 7 09 л,лак стен и потолков матовый talatu lehti 7 09 л
Специальный клей Момент FIX 250 г,Лакокрасочные материалы,Клей,Супер-клей,специальный клей момент fix 250 г,специальный клей момент fix 250 г
Набор:валик ГРЕЙТЕКС 250 мм ворс 12 мм D 36 мм кювета 330x350 мм Matrix,Лакокрасочные материалы,Малярный инструмент,Валики,наборвалик грейтекс 250 мм ворс 12 мм d 36 мм кювета 330x350 мм matrix,наборвалик грейтекс 250 мм ворс 12 мм d 36 мм кювета 330x350 мм matrix
"Краска интерьерная влагостойкая BRITE PROFESSIONAL белая база А ведро 2,7 л",Лакокрасочные материалы,Краски для внутренних работ,Цветные краски для стен,краска интерьерная влагостойкая brite professional белая база а ведро 27 л,краска интерьерная влагостойкая brite professional белая база а ведро 27 л
Краска высокоэластичная для деревянных фасадов база Dufa Premium ВД WOODFLEX 1 9л,Лакокрасочные материалы,Покрытия для дерева,Краски для деревянных фасадов,краска высокоэластичная деревянных фасадов база dufa premium вд woodflex 1 9л,краска высокоэластичная деревянных фасадов база dufa premium вд woodflex 1 9л
Шпатель прижимной Сибртех пластмассовый 280 мм,Лакокрасочные материалы,Малярный инструмент,Малярные шпатели,шпатель прижимной сибртех пластмассовый 280 мм,шпатель прижимной сибртех пластмассовый 280 мм
Клипсы для обрешетки 50 шт белые,Столярные изделия,Декоративные панели,Профили для панелей ПВХ,клипсы обрешетки 50 шт белые,клипсы обрешетки 50 шт белые
ФАНЕРА БЕРЕЗОВАЯ БАЗИС ФК СОРТ 2/4 ШЛ 15ММ 1525X760ММ,Столярные изделия,Древесно-плитные материалы,Фанера,фанера березовая базис фк сорт 2/4 шл 15мм 1525x760мм,фанера березовая базис фк сорт 2/4 шл 15мм 1525x760мм
Мебельный щит хвоя сорт Экстра 18 мм 300x600 мм,Столярные изделия,Древесно-плитные материалы,Мебельные щиты,мебельный щит хвоя сорт экстра 18 мм 300x600 мм,мебельный щит хвоя сорт экстра 18 мм 300x600 мм
"Вагонка штиль ангарская.сосна илимлесхоз 14х135х2000м сорт АВ 8 шт. 2,16 кв.м.",Столярные изделия,Отделка деревом,Вагонка,вагонка штиль ангарскаясосна илимлесхоз 14х135х2000м сорт ав 8 шт 216 квм,вагонка штиль ангарскаясосна илимлесхоз 14х135х2000м сорт ав 8 шт 216 квм
Столешница хвоя 1600х800х28 мм,Столярные изделия,Отделка деревом,Столешницы из массива,столешница хвоя 1600х800х28 мм,столешница хвоя 1600х800х28 мм
Столешница сосна сорт АВ 800х28 мм круглая,Столярные изделия,Отделка деревом,Столешницы из массива,столешница сосна сорт ав 800х28 мм круглая,столешница сосна сорт ав 800х28 мм круглая
Брусок строганный хвоя сорт Экстра 2400х60х40 мм,Столярные изделия,Отделка деревом,Деревянные профили,брусок строганный хвоя сорт экстра 2400х60х40 мм,брусок строганный хвоя сорт экстра 2400х60х40 мм
Столешница хвоя сорт АВ 1500x700x28 мм,Столярные изделия,Отделка деревом,Столешницы из массива,столешница хвоя сорт ав 1500x700x28 мм,столешница хвоя сорт ав 1500x700x28 мм
Панель ПВХ листовая Мрамор голубой 484х964х3 мм,Столярные изделия,Декоративные панели,Листовые панели,панель пвх листовая мрамор голубой 484х964х3 мм,панель пвх листовая мрамор голубой 484х964х3 мм
Мебельная панель ЛДСП 1200х400х16 мм Белый 2008003001046,Столярные изделия,Древесно-плитные материалы,ЛДСП,мебельная панель лдсп 1200х400х16 мм белый 2008003001046,мебельная панель лдсп 1200х400х16 мм белый 2008003001046
Брусок профилированный хвоя илимлесхоз сорт АВ 45х45х1000мм,Столярные изделия,Пиломатериалы,Бруски и рейки,брусок профилированный хвоя илимлесхоз сорт ав 45х45х1000мм,брусок профилированный хвоя илимлесхоз сорт ав 45х45х1000мм
Рейка профилированная сорт АВ 20х30х1000 мм,Столярные изделия,Пиломатериалы,Бруски и рейки,рейка профилированная сорт ав 20х30х1000 мм,рейка профилированная сорт ав 20х30х1000 мм
Панель МДФ Classic Stella Premium 2700х200х6 мм Бетон Аляска,Столярные изделия,Декоративные панели,Панели МДФ,панель мдф classic stella premium 2700х200х6 мм бетон аляска,панель мдф classic stella premium 2700х200х6 мм бетон аляска
Напольный плинтус Классика сосна 2400х50х12 мм,Столярные изделия,Отделка деревом,Деревянные профили,напольный плинтус классика сосна 2400х50х12 мм,напольный плинтус классика сосна 2400х50х12 мм
"Палубная доска гладкая сибирская лиственница илимлесхоз 35х140х2000м сорт АВ 3 шт. 0,84 кв.м",Столярные изделия,Отделка деревом,Террасная доска и декинг,палубная доска гладкая сибирская лиственница илимлесхоз 35х140х2000м сорт ав 3 шт 084 квм,палубная доска гладкая сибирская лиственница илимлесхоз 35х140х2000м сорт ав 3 шт 084 квм
Мебельная панель ЛДСП 800х600х16 мм Белый 2008003001022,Столярные изделия,Древесно-плитные материалы,ЛДСП,мебельная панель лдсп 800х600х16 мм белый 2008003001022,мебельная панель лдсп 800х600х16 мм белый 2008003001022
Мебельная панель ЛДСП 800х300х16 мм Белый 2008003001008,Столярные изделия,Древесно-плитные материалы,ЛДСП,мебельная панель лдсп 800х300х16 мм белый 2008003001008,мебельная панель лдсп 800х300х16 мм белый 2008003001008
Интерьерная рейка МДФ Stella Бриона Light Пекан,Столярные изделия,Декоративные панели,Интерьерные рейки,интерьерная рейка мдф stella бриона light пекан,интерьерная рейка мдф stella бриона light пекан
"Вагонка штиль сибирская лиственница илимлесхоз 14х90х3000м сорт АВ 10 шт. 2,7 кв.м.",Столярные изделия,Отделка деревом,Вагонка,вагонка штиль сибирская лиственница илимлесхоз 14х90х3000м сорт ав 10 шт 27 квм,вагонка штиль сибирская лиственница илимлесхоз 14х90х3000м сорт ав 10 шт 27 квм
Мебельная панель ЛДСП 800х400х16 мм Белый 2008003001015,Столярные изделия,Древесно-плитные материалы,ЛДСП,мебельная панель лдсп 800х400х16 мм белый 2008003001015,мебельная панель лдсп 800х400х16 мм белый 2008003001015
Мебельный щит хвоя сорт АВ 18 мм 400x2400 мм,Столярные изделия,Древесно-плитные материалы,Мебельные щиты,мебельный щит хвоя сорт ав 18 мм 400x2400 мм,мебельный щит хвоя сорт ав 18 мм 400x2400 мм
Площадка поворотная антей сорт АВ береза 40х1000х1200 мм,Столярные изделия,Лестницы и комплектующие,Площадки для лестницы,площадка поворотная антей сорт ав береза 40х1000х1200 мм,площадка поворотная антей сорт ав береза 40х1000х1200 мм
Панель листовая пвх колголубой 960X480 ММ,Столярные изделия,Декоративные панели,Листовые панели,панель листовая пвх колголубой 960x480 мм,панель листовая пвх колголубой 960x480 мм
Панель пвх стеновая арктика 250х2700х8мм,Столярные изделия,Декоративные панели,Панели ПВХ,панель пвх стеновая арктика 250х2700х8мм,панель пвх стеновая арктика 250х2700х8мм
ФАНЕРА БЕРЕЗОВАЯ БАЗИС ФК СОРТ 3/4 ШЛ 10ММ 1525Х1525ММ,Столярные изделия,Древесно-плитные материалы,Фанера,фанера березовая базис фк сорт 3/4 шл 10мм 1525х1525мм,фанера березовая базис фк сорт 3/4 шл 10мм 1525х1525мм
"Палубная доска гладкая сибирская лиственница илимлесхоз 28х140х2000м сорт АВ 4 шт. 1,12 кв.м",Столярные изделия,Отделка деревом,Террасная доска и декинг,палубная доска гладкая сибирская лиственница илимлесхоз 28х140х2000м сорт ав 4 шт 112 квм,палубная доска гладкая сибирская лиственница илимлесхоз 28х140х2000м сорт ав 4 шт 112 квм
Угол внутренний для МДФ панелей 2440 мм белый,Столярные изделия,Декоративные панели,Деревянные панели,угол внутренний мдф панелей 2440 мм белый,угол внутренний мдф панелей 2440 мм белый
"Фанера ламинированная БАЗИС сорт 1/1, 2440х1220x15 мм",Столярные изделия,Древесно-плитные материалы,Фанера,фанера ламинированная базис сорт 1/1 2440х1220x15 мм,фанера ламинированная базис сорт 1/1 2440х1220x15 мм
Рейка круглая хвоя сорт Экстра 1000x28x28 мм,Столярные изделия,Отделка деревом,Деревянные профили,рейка круглая хвоя сорт экстра 1000x28x28 мм,рейка круглая хвоя сорт экстра 1000x28x28 мм
Мебельная панель ЛДСП 2700х400х16 мм Ателье светлый,Столярные изделия,Древесно-плитные материалы,ЛДСП,мебельная панель лдсп 2700х400х16 мм ателье светлый,мебельная панель лдсп 2700х400х16 мм ателье светлый
Мебельный щит хвоя сорт Экстра 18 мм 300x1200 мм,Столярные изделия,Древесно-плитные материалы,Мебельные щиты,мебельный щит хвоя сорт экстра 18 мм 300x1200 мм,мебельный щит хвоя сорт экстра 18 мм 300x1200 мм
Панель МДФ листовая Дуб серебристый 250х2600х7 мм 6 шт,Столярные изделия,Декоративные панели,Панели МДФ,панель мдф листовая дуб серебристый 250х2600х7 мм 6 шт,панель мдф листовая дуб серебристый 250х2600х7 мм 6 шт
Панель ПВХ самоклеящаяся LAKO DECOR каменная кладка №13  70 х 600 СМ,Столярные изделия,Декоративные панели,Самоклеящиеся панели,панель пвх самоклеящаяся lako decor каменная кладка №13 70 х 600 см,панель пвх самоклеящаяся lako decor каменная кладка №13 70 х 600 см
Угол наружный венге 3000х10х1 мм,Столярные изделия,Декоративные панели,Углы ПВХ,угол наружный венге 3000х10х1 мм,угол наружный венге 3000х10х1 мм
Панель ПВХ листовая Эспрессо 484х964х3 мм,Столярные изделия,Декоративные панели,Листовые панели,панель пвх листовая эспрессо 484х964х3 мм,панель пвх листовая эспрессо 484х964х3 мм
Панель ПВХ листовая модерн 250x2700 мм,Столярные изделия,Декоративные панели,Панели ПВХ,панель пвх листовая модерн 250x2700 мм,панель пвх листовая модерн 250x2700 мм
Столешница береза 1200x600x40 мм,Столярные изделия,Отделка деревом,Столешницы из массива,столешница береза 1200x600x40 мм,столешница береза 1200x600x40 мм
"Евровагонка хвоя илимлесхоз 12,5х96х2500мм сорт АВ 10 шт. 2,4 кв.м.",Столярные изделия,Отделка деревом,Вагонка,евровагонка хвоя илимлесхоз 125х96х2500мм сорт ав 10 шт 24 квм,евровагонка хвоя илимлесхоз 125х96х2500мм сорт ав 10 шт 24 квм
Столб граненый 90х90х1150 мм древесина хвоя,Столярные изделия,Лестницы и комплектующие,Столбы,столб граненый 90х90х1150 мм древесина хвоя,столб граненый 90х90х1150 мм древесина хвоя
Рейка профилированная ХВОЯ АВ 20х20х1000 мм,Столярные изделия,Пиломатериалы,Бруски и рейки,рейка профилированная хвоя ав 20х20х1000 мм,рейка профилированная хвоя ав 20х20х1000 мм
Брусок профилированный хвоя илимлесхоз 40х40х1000мм сорт АВ упаковка 9 шт.,Столярные изделия,Пиломатериалы,Бруски и рейки,брусок профилированный хвоя илимлесхоз 40х40х1000мм сорт ав упаковка 9 шт,брусок профилированный хвоя илимлесхоз 40х40х1000мм сорт ав упаковка 9 шт
Панель ПВХ листовая Брус беленый 480х955х3 мм,Столярные изделия,Декоративные панели,Листовые панели,панель пвх листовая брус беленый 480х955х3 мм,панель пвх листовая брус беленый 480х955х3 мм
УГОЛ ПВХ ИДЕАЛ 213 ДУБ СЕВЕРНЫЙ 30Х30Х2700ММ,Столярные изделия,Декоративные панели,Углы ПВХ,угол пвх идеал 213 дуб северный 30х30х2700мм,угол пвх идеал 213 дуб северный 30х30х2700мм
"Панель стеновая FINEBER ШЕЛК СЕРЕБРИСТЫЙ 2,7х2,5м",Столярные изделия,Декоративные панели,Панели ПВХ,панель стеновая fineber шелк серебристый 27х25м,панель стеновая fineber шелк серебристый 27х25м
